bugName	pval	p3M	p1Y	p2Y	s3M	s1Y	s2Y	Adjustedpval	Adjustedp3M	Adjustedp1Y	Adjustedp2Y
Veillonella	5.22899168409197e-10	1.48171138080997e-10	3.66668457346439e-07	2.59938884946456e-06	1.18104313162054	0.955112190535997	1.06688167588636	8.99386569663818e-08	2.54854357499314e-08	6.30669746635876e-05	0.000447094882107905
Atopobium	7.98583906602701e-06	5.3870169751022e-07	0.169251499647093	0.088902649962857	0.793273278972528	0.208403291643623	0.319319396802295	0.000686782159678323	4.63283459858789e-05	0.462083459353968	0.332418604208944
Neisseria	3.8864158421914e-05	1.84875754600773e-05	0.0102016808013667	0.000187908403468657	0.777686663811314	0.48538871551628	0.915024560273096	0.00210488081590743	0.000529977163188883	0.0923520577807932	0.0161601226983045
Gemella	4.895071664901e-05	5.05069063380726e-06	0.0712523635829017	0.00454584571422845	0.849910354286215	0.335173468121848	0.67007141649318	0.00210488081590743	0.000289572929671616	0.285009454331607	0.045993262520429
Streptococcus	0.000114006992731674	1.6546736616886e-05	0.0064431891305474	0.00337232923248766	0.823922955307992	0.544393950652805	0.728445082451849	0.0039218405499696	0.000529977163188883	0.0827395128617157	0.0446022005721693
Peptostreptococcus	0.000193895731619764	1.67748478449618e-05	0.239328618277579	0.418075030105529	0.577593123490912	0.158455238178261	0.133847826145729	0.00555834430643324	0.000529977163188883	0.496787529340627	0.662113316247114
Escherichia/Shigella	0.000269309662701556	5.38750916984299e-05	0.0284969377471965	0.00221976265487205	0.916608253924431	0.513137321576702	0.902207102614551	0.0066173231406668	0.00132378796744714	0.177363165282645	0.0446022005721693
Haemophilus	0.000732683566849301	0.00116751397885481	0.0101077284643646	0.00045452432406421	0.721921246602692	0.63264806914763	1.1108538615227	0.0143082990673895	0.0182556731239116	0.0923520577807932	0.019544545934761
Hydrogenoanaerobacterium	0.000748690067479685	0.00892816972567653	0.000102094209584269	0.0200002109482577	0.532315891809019	0.937196059427072	0.644723795447421	0.0143082990673895	0.0495369417037536	0.00878010202424712	0.15636528559547
Granulicatella	0.00124553091205803	0.00286788029362706	0.905681125023282	0.00178722675145591	0.687768832415392	0.0287228241446786	0.984583546872064	0.0214231316873982	0.0274041894724364	0.961587367308669	0.0444414421865115
Actinobacillus	0.0022477038161538	0.0145140586866959	0.988388541199182	0.00114427080212122	0.448544536011746	0.00286567424052108	0.839031473083515	0.0293882277585037	0.073837708837741	0.988388541199182	0.0393629155929701
Anaerostipes	0.00225568120388764	0.00859119476094638	0.00129177530564352	0.00345404757354063	-0.415705511164561	-0.593112122686947	-0.6608139065711	0.0293882277585037	0.0492561832960926	0.0444370705141372	0.0446022005721693
Elusimicrobium	0.00254394952841852	0.917646245019609	0.00049092266283858	0.269613200406885	0.021088841436527	0.866953718192732	0.314439597243895	0.0293882277585037	0.974259769033839	0.0243765341830851	0.594531672692105
