bugName	pval	p6M	p1Y	s6M	s1Y	Adjustedpval	Adjustedp6M	Adjustedp1Y
Lachnoclostridium	0.000104174212859798	0.106515365015322	0.000153396269297876	0.151492703419484	-0.506238216714185	0.0114591634145778	0.690296785485254	0.0168735896227664
Faecalitalea	0.00750959165622056	0.0174186228376408	0.00326797238518834	-1.22068826050774	-1.72327259110349	0.39556448571266	0.690296785485254	0.175286359315002
Veillonella	0.0139100505663295	0.00773732828537485	0.0215221790084267	1.2983002871678	1.08899637717788	0.39556448571266	0.690296785485254	0.263048854547438
Romboutsia	0.0153850500558481	0.0383017347425931	0.132817013332604	0.548024984570476	-0.380400355388722	0.39556448571266	0.690296785485254	0.52178112380666
Lachnospiraceae_NK4A136_group	0.0233810625362478	0.142733243569966	0.00760214463320393	0.594858475009224	1.28694658549805	0.39556448571266	0.729066579092073	0.175286359315002
Alistipes	0.0237506729348538	0.0704254223090091	0.00913045428038627	0.551686230264736	0.899900547827924	0.39556448571266	0.690296785485254	0.175286359315002
Clostridium_sensu_stricto_1	0.0272520170034687	0.104905077512348	0.00956107414445468	0.65011064609405	1.20210599952398	0.39556448571266	0.690296785485254	0.175286359315002
Phascolarctobacterium	0.028768326233648	0.296202901038229	0.00929707404745814	0.457664625877447	1.36359319211051	0.39556448571266	0.776742650113145	0.175286359315002
others	0.0342778605455387	0.864314047613245	0.0147523976101045	-0.0118037782316765	-0.200848733492812	0.418951628889918	0.997741534172806	0.202845467138937
Blautia	0.0392694453471583	0.115734509244356	0.0144692010296862	-0.245761111372301	-0.434511644136543	0.431963898818741	0.690296785485254	0.202845467138937
Escherichia/Shigella	0.053395738754403	0.0767949274882208	0.0243919609494123	1.05522587588199	1.47639661789398	0.53395738754403	0.690296785485254	0.268311570443536
Fusobacterium	0.0636348766102757	0.0344055597329618	0.0664443188852437	1.25408789556598	1.09921409999087	0.58331970226086	0.690296785485254	0.470664759015902
Akkermansia	0.0770314618530096	0.0397677057857441	0.087535524099185	1.30884490624947	1.08267305108064	0.651804677217773	0.690296785485254	0.506784613205808
Faecalibacterium	0.0949815097347847	0.220548251136266	0.0355340681534868	0.771745996757207	1.49658710949168	0.706200097208737	0.768558574707861	0.355340681534868
Coprobacter	0.0963000132557369	0.074453373845725	0.646315743999375	0.566566169213091	-0.140426005471348	0.706200097208737	0.690296785485254	0.867008924877211
Odoribacter	0.115448417842331	0.379414967789439	0.151312610288052	0.367724730686452	-0.649723497073301	0.730708632250084	0.814369781500312	0.573944383851233
Parabacteroides	0.118573535590149	0.166850815012415	0.0505496202917265	0.617295172633468	0.962050184721154	0.730708632250084	0.768558574707861	0.427727556314609
Haemophilus	0.119570503459105	0.431851305113346	0.0446123788321547	0.325041711422847	0.952636754835735	0.730708632250084	0.822905485836673	0.408946805961418
Ruminococcaceae_UCG-014	0.132336735322569	0.190551357233015	0.0566399126253124	-0.482704696738763	-0.77018960240298	0.745381454094254	0.768558574707861	0.445027884913169
Hungatella	0.13552390074441	0.0719878741104446	0.122380380446779	0.656220457967056	0.575765289228098	0.745381454094254	0.690296785485254	0.52178112380666
Coprococcus_2	0.161911651782282	0.682291258104366	0.0685053550130835	0.199033523629134	1.00793833031468	0.775414934122177	0.973630062917853	0.470664759015902
Dialister	0.164876060973646	0.907800165311451	0.0770362993986271	-0.0564873610915342	-0.956902343895728	0.775414934122177	0.997741534172806	0.470777385213833
Eubacterium	0.166111685894562	0.373774897933249	0.198130698300853	0.159541686578471	-0.239483298487424	0.775414934122177	0.814369781500312	0.681074275409184
Ruminiclostridium_6	0.182215711927755	0.997741534172806	0.0974621868359365	-0.000722820339226452	0.476211103599235	0.775414934122177	0.997741534172806	0.52178112380666
