Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Aeromonadaceae	Alcaligenaceae	Anaeroplasmataceae	Bacillaceae	Bacteroidaceae	Bacteroidales_Incertae_Sedis	Bacteroidales_RF16_group	Bacteroidales_S24-7_group	Bifidobacteriaceae	Burkholderiaceae	Campylobacteraceae	Cardiobacteriaceae	Carnobacteriaceae	Christensenellaceae	Clostridiaceae_1	Clostridiales_vadinBB60_group	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Coxiellaceae	Deferribacteraceae	Defluviitaleaceae	Desulfovibrionaceae	Elusimicrobiaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Family_XI	Family_XIII	Flavobacteriaceae	Fusobacteriaceae	Helicobacteraceae	Incertae_Sedis_fa	Lachnospiraceae	Lactobacillaceae	Leptotrichiaceae	Leuconostocaceae	Methanobacteriaceae	Microbacteriaceae	Micrococcaceae	Mitochondria	Moraxellaceae	Mycoplasmataceae	Neisseriaceae	Oligosphaeraceae	Oxalobacteraceae	Pasteurellaceae	Peptococcaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Rhizobiaceae	Rhodospirillaceae	Rhodospirillales_Incertae_Sedis	Rikenellaceae	Ruminococcaceae	Sordariaceae	Sphingomonadaceae	Spirochaetaceae	Staphylococcaceae	Streptococcaceae	Succinivibrionaceae	Synergistaceae	Syntrophomonadaceae	Thermoanaerobacteraceae	Thermoplasmatales_Incertae_Sedis	Tritrichomonadea_fa	vadinBE97	Veillonellaceae	Verrucomicrobiaceae	Victivallaceae	Xanthomonadaceae	others	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center.Name	Collection_Date	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	env_biome	env_feature	env_material	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Instrument	lat_lon	Library.Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	replicate	Sample.Name	SRA.Study	time	ID	prepost
SRR5865065	3.91196144975888	1.2249963932875	0	0	2.83744555401094	0	0	4.38595695980461	0	0	1.15095846924345	1.26815919900731	0	0.853682347261264	0	1.32579119182989	2.86063096595074	2.0673608058545	1.12318101587654	0	2.56644603126572	0	0	0	0	2.7679194293256	0	4.46505429515192	1.50104139583013	2.26762263359423	0	1.55731736908601	1.99666849313356	0	3.72236982501178	0.904003475132753	0	4.36575889924094	1.0616510018173	1.7075277585868	0	2.16352638578072	0	0.904003475132753	0	0.654024598066878	0	0.796757002826663	0	1.34341911814149	2.80407231156181	1.8012287044898	1.71493403699701	0	4.16867488354961	4.55406466169248	0	0	0	0	3.34447656991504	4.31796768597045	0	0	0	0	3.50405065980303	0	2.74523710882788	0	0	0	0	1.3766635435296	3.22275078495657	2.93743068308336	2.89880701494785	2.16090446170921	2.68035595906667	AMPLICON	497	135761774	PRJNA395660	SAMN07412064	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	90867804	AC CAMARGO CANCER CENTER	28-Apr-2014	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033188	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P05.2Y	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 5	P05.2Y	SRP113514	2Y	P05	1
SRR5865066	3.9801476117385	1.08105615124455	1.3423958980505	0	2.91378582841913	0	0	4.33355920450749	0	0	3.28321365604578	0.734060741487035	0	0.506556915503373	0	0	3.73220482723556	1.21676438167469	1.99722061320045	0	2.9096687315951	0	0	0.734060741487035	0.635038694695552	3.40382366291837	0	4.20152573642391	1.85571458783785	2.87074539240185	0	0.993062798314841	2.90907737579654	0	2.67579856279775	1.43972104908532	0.882590019791855	4.57541321409273	1.4033645255998	0.94132964047488	0	3.62423775593327	0	0	0	0	0	0.635038694695552	0	1.68594984014161	1.81358847147344	1.53346385911631	0	0	3.77380841370045	4.22812636470844	0.506556915503373	0	2.76599326321035	0	2.86815221343655	4.61266993534198	0	0	0	0	2.20750727582037	2.50718855326459	1.59859039379266	0.734060741487035	0	0	0	1.84212156205361	3.37646246574386	3.17949351556225	2.0386550940784	2.57734285935755	3.38406114648135	AMPLICON	488	109730919	PRJNA395660	SAMN07412082	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	73767166	AC CAMARGO CANCER CENTER	14-Apr-2014	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033187	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P10.1Y	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 10	P10.1Y	SRP113514	1Y	P10	1
SRR5865067	3.84976643080576	0.867959158948112	0	0	0	0	0	4.90582460458116	0	0	0.720343923900521	2.17559335779976	0	0	0	0	1.34754781769149	0	0	0	1.58214330649203	0.800393321708616	0	0	0	0.867959158948112	0	2.58639263936405	0	2.12672303004559	0	0	0.977927654954973	0	1.40569351295826	0	0	4.66389599593339	0	0	0	0.977927654954973	0	0	0	0	0	0	0	0	0	0	1.66942378503362	0	3.51495830997346	3.3985369602708	0	0	0	0	3.66563894498973	4.47929293231163	0	0	0	0	1.54428957952766	1.22906389659192	0	0	0	0	0	0	1.84571042504915	1.70726119940406	0	1.83233425475598	1.22906389659192	AMPLICON	491	115562976	PRJNA395660	SAMN07412081	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	80092871	AC CAMARGO CANCER CENTER	28-Jan-2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033186	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P09.Pre	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 9	P09.Pre	SRP113514	Pre	P09	0
SRR5865068	3.65734165741449	1.13959761114491	0	1.207276280701	2.60691827360057	0	0	4.44570442308844	0	0	0	1.87749059304031	0	0	0	1.81261455387219	3.71958055963741	2.47521024845609	2.37697092819786	0	2.89019922863853	0	0	0.521876157123045	1.49461942701182	3.14027906056117	0	4.01382210221406	0	2.53365424966815	0	1.207276280701	2.90553201857387	0	2.800201634225	0.901836389733771	0	4.61147447553315	1.69756573195146	0	0	2.87023916329524	0	1.10134266549303	0.752147910667534	1.384827609841	0	0.8334096277123	0	1.65501633618275	1.34105494054163	2.00433351491074	1.98906854360879	0	3.59684708443093	3.39059002710034	0	0	0	0	2.93875299748251	4.74621963154991	0	0	0	0	3.58976189434148	1.2375319110523	0	0	1.69756573195146	0	0	2.03334237705937	2.88562326137716	3.75843648110641	2.36406119334236	2.23829175510732	3.79813752350087	AMPLICON	484	102348602	PRJNA395660	SAMN07412068	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	67291254	AC CAMARGO CANCER CENTER	21-Jul-2014	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033185	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P06.2Y	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 6	P06.2Y	SRP113514	2Y	P06	1
SRR5865069	4.01333580719218	1.49657964313862	1.93752511222925	0	1.78081211486594	1.17045780293006	0	4.29681185953237	0	0	1.74994286792154	3.60928147516801	0	0.376698904252311	0	1.63458190825138	0.575342219124641	1.54190827686579	1.78081211486594	0	3.68727613325217	0	0.376698904252311	1.69305294804106	0	1.87428322895023	0.575342219124641	3.30242202709808	2.18433227164248	2.78915567855871	0.711132507209316	1.55043272402983	0.967735613530627	0	3.06551714057861	2.01932457189024	0	5.00044969521557	2.39950235302617	0	0	1.24472283193856	1.14972240659267	0.711132507209316	0	0	0	0	0	0	1.29311988254366	0.934178981224728	2.39105626541386	0	3.30331764967014	2.99117904685102	1.44596259688936	0	0	0	2.69303035767274	4.22878257798068	0	0	0	1.91986104595138	2.4006956390738	1.84100315881002	0	0	0	0	0	0	2.13451338511195	3.86589685759632	0	3.41992149919823	1.95449871926449	AMPLICON	383	195240522	PRJNA395660	SAMN07412078	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	134331978	AC CAMARGO CANCER CENTER	26-Mar-2012	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033184	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P08.Pre	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 8	P08.Pre	SRP113514	Pre	P08	0
SRR5865070	2.10594966669419	0	0	0	3.09017452372259	0	0	3.57275468432905	0	0	3.16207552481403	2.80716346314823	0	0	0	0	3.09614828221342	2.13012336636836	2.4778827693974	0	2.80385341008963	0	0	0.978778878715206	1.78291516367183	1.86235596019684	0	2.96219203672274	0	3.29737357947869	0	0.768663961889634	2.57379880326555	0	1.51397990423055	0.919367054312378	0	4.34178051736287	2.48831379428121	0	0	2.70440686848785	0.535948837847756	0.850519844706824	0	0	0	0	0	1.11977942871458	1.61469038955126	2.23416847829631	1.28474220422292	0	2.89493951285718	4.87741399249813	1.0310325498082	0	0.667710852873977	0	2.35692652170181	4.50015301624501	0	0	0	1.336439431133	2.4599208945119	4.2587977750592	0	0	0	0	0	1.60165587017996	3.9671028198201	1.9104150369289	0	2.39046713182776	3.50559148931196	AMPLICON	490	98438635	PRJNA395660	SAMN07412102	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	67412350	AC CAMARGO CANCER CENTER	31-Mar-2014	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033183	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P17.Pre	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 17	P17.Pre	SRP113514	Pre	P17	0
SRR5865071	1.56496049280139	1.89686744407312	1.84324343142193	0	1.19469093068279	0.746643070361722	0	3.24950462408923	0	0	1.55399057140117	4.12087430348408	0	0	0	2.36860256907027	1.21938508081802	0.812655160789367	1.42567502248156	0	2.4168908190158	0.573807506858325	0	1.51931333069897	0	1.68693271652274	0	3.64613131513697	2.1796314582471	3.1528236517891	0	2.49604878869162	0.869944760825922	0	1.84891376891468	1.8075727261219	0	5.10488699878273	3.20768824637249	0	0	1.00690345253392	0.965869575979003	1.24275033495887	0	0.573807506858325	0.573807506858325	0	0	0	1.45455041385343	1.0789015269425	2.28637738989473	0	2.26745470744809	2.3651841436327	1.54273636243269	0.746643070361722	0.573807506858325	0	2.39980212835854	2.76337288536224	0	0	0	1.2860173710377	4.30197526777387	1.04439277963784	0	0	0	0	0	0	2.92668038353978	1.9751298817566	0	3.18464659347072	1.45455041385343	AMPLICON	440	144039589	PRJNA395660	SAMN07412045	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	92233311	AC CAMARGO CANCER CENTER	15-Jul-2011	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033182	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P01.3M	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 1	P01.3M	SRP113514	3M	P01	1
SRR5865072	3.66911112009432	1.12381905010003	1.66366644922045	0	2.18767367453039	0	0	4.14040995025977	0	0	0	3.55948438458773	0	0	0	0	3.35040017174309	1.2733537773968	0.572070967049121	0	3.39252104192918	0	0	1.51095743150903	0	3.08145611709973	0	2.77084136645085	1.99735149830659	3.13507622507615	1.07672948452157	1.47272239527867	2.79146832993606	0	1.82343951769161	1.5786048991984	0	4.62987564941126	1.66366644922045	0	1.20499077906006	1.2733537773968	0	0.707541845613895	0	1.20499077906006	0	0	0	0	1.24051603304555	0	2.50988390054975	0.810650684342206	2.84636378259134	2.86213595581555	1.07672948452157	0	0	0	3.37234892378361	4.77393419396395	0	0	0	0	2.5417104690242	1.96641976511281	0	0	0	0	0	0	4.55942569584098	1.5786048991984	0	2.97806919479644	2.41605039290136	AMPLICON	437	95714645	PRJNA395660	SAMN07412090	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	63504419	AC CAMARGO CANCER CENTER	15-Jul-2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033181	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P12.Pre	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 12	P12.Pre	SRP113514	Pre	P12	0
SRR5865073	3.94003482865046	0.642285115774748	0	0	3.45697573152018	0	0	4.53123776986751	0	0	1.21076893058984	2.06519997730723	0	0	0	1.84792927128458	0.784066433269287	0	0	0	1.44879124063941	0	0	0	0	0	0	3.0681578275453	0	3.11122863121998	0	1.44879124063941	0	0	2.32442154573872	0.976371405613858	0	4.76823419580335	1.29303152279648	1.4217914503879	0	0	0	0	0	0	0	0	0	0	3.00895948878359	0	0	0	3.58641296414381	4.63801779454092	0	0	0	0	1.60167057225791	4.03168306514323	0	0	0	0	2.64821601878828	0	0	0	0	0	0	0	3.92917281730353	0	0	1.98167925266453	0	AMPLICON	495	81377719	PRJNA395660	SAMN07412044	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	58284815	AC CAMARGO CANCER CENTER	08-Apr-2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033180	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P01.2Y	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 1	P01.2Y	SRP113514	2Y	P01	1
SRR5865074	3.63273371748388	1.23749100193603	0	0	2.50385215889217	0	0	4.20739551758878	0	0	1.18751176363552	2.03866249443276	0	0.459123902343645	0.352596597846644	0	3.60243827391722	2.89130483244979	2.16322966651112	0	1.90922088789953	0	0	0	1.18751176363552	2.18684858963739	0	4.61732950919887	1.89904937426012	2.65190021855167	0.615988509238362	1.4555637986941	2.48110890609319	0	4.12741610154063	0.459123902343645	0	4.44452221766291	2.06519663125705	0.615988509238362	1.39429018411928	2.75019016562045	0	1.13102368221305	0	0	0	0.821818562169579	0	0	1.79487245653456	1.50925169504136	2.50385215889217	0	3.68111441627229	4.46300822975451	0	0	0	0	3.04670269515218	4.36927131298444	0	0	0	0	3.22258250495267	0	0	0	0.677281920677803	0	0	0.821818562169579	3.02157158605506	2.55749764920558	0	1.39429018411928	3.50116999231911	AMPLICON	497	196345369	PRJNA395660	SAMN07412069	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	142285980	AC CAMARGO CANCER CENTER	25-Oct-2012	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033179	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P06.3M	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 6	P06.3M	SRP113514	3M	P06	1
