Actinomycetales	Aeromonadales	Anaeroplasmatales	Bacillales	Bacteroidales	Bifidobacteriales	Burkholderiales	Campylobacterales	Cardiobacteriales	Clostridiales	Coriobacteriales	Corynebacteriales	Cytophagales	Deferribacterales	Desulfovibrionales	Elusimicrobiales	Enterobacteriales	Erysipelotrichales	Flavobacteriales	Fusobacteriales	Gastranaerophilales	Incertae_Sedis_or	Lactobacillales	Legionellales	Methanobacteriales	Micrococcales	Mollicutes_RF9	Mycoplasmatales	NB1-n	Neisseriales	Oligosphaerales	Opitutae_vadinHA64	Pasteurellales	Pseudomonadales	Rhizobiales	Rhodospirillales	Rickettsiales	RS-B22	Selenomonadales	Sordariales	Sphingomonadales	Spirochaetales	Synergistales	Thermoanaerobacterales	Thermoplasmatales	Tritrichomonadea_or	Verrucomicrobiales	Victivallales	Xanthomonadales	others	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center.Name	Collection_Date	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	env_biome	env_feature	env_material	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Instrument	lat_lon	Library.Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	replicate	Sample.Name	SRA.Study	time	ID	prepost
SRR5865065	1.2249963932875	0	0	1.52443386474503	4.88709085500525	1.26815919900731	2.85053854709598	1.15095846924345	0	4.65817857161643	2.56644603126572	0	0	0	2.7679194293256	0	4.46505429515192	2.26762263359423	0	3.72646518361754	0	0	3.51232512196711	0	2.16352638578072	0.904003475132753	0.796757002826663	0	0	0.796757002826663	0	0	2.80407231156181	0.654024598066878	0	0	0	0	3.9927403990844	0	0	0	2.74523710882788	0	0	0	2.93743068308336	2.91113309294807	2.16090446170921	1.42219676728444	AMPLICON	497	135761774	PRJNA395660	SAMN07412064	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	90867804	AC CAMARGO CANCER CENTER	28-Apr-2014	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033188	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P05.2Y	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 5	P05.2Y	SRP113514	2Y	P05	1
SRR5865066	1.08105615124455	2.50718855326459	0	0.814644325381732	4.67618744472647	0.734060741487035	2.9382546318356	1.47326773226259	0	4.93534235898605	2.9096687315951	0	0	0.734060741487035	3.4074075860891	0	4.20152573642391	2.87074539240185	1.58632304282079	2.68282930719477	0.635038694695552	0.882590019791855	2.44294664061796	0	3.62423775593327	0	2.75684821776772	0	0.882590019791855	0.635038694695552	0	0	1.81358847147344	0.506556915503373	0	2.76599326321035	0	0	4.07669668264091	0	0	0	1.59859039379266	0	0	0	3.17949351556225	2.25000669041434	2.57734285935755	2.30566278682722	AMPLICON	488	109730919	PRJNA395660	SAMN07412082	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	73767166	AC CAMARGO CANCER CENTER	14-Apr-2014	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033187	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P10.1Y	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 10	P10.1Y	SRP113514	1Y	P10	1
SRR5865067	0.867959158948112	1.22906389659192	0	0	4.95862945715256	2.17559335779976	0	0	0	4.88284435689615	1.58214330649203	0.800393321708616	0	0	0.867959158948112	0	2.58639263936405	2.12672303004559	0	1.40569351295826	0	0	1.54428957952766	0	0.977927654954973	0	0	0	0	0	0	0.495005108169076	0	0	0	0	0	0	3.85398705035544	0	0	0	0	0	0	0	1.70726119940406	0	1.83233425475598	0.622128420623021	AMPLICON	491	115562976	PRJNA395660	SAMN07412081	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	80092871	AC CAMARGO CANCER CENTER	28-Jan-2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033186	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P09.Pre	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 9	P09.Pre	SRP113514	Pre	P09	0
SRR5865068	1.13959761114491	1.5104945448595	0	1.207276280701	4.54635202005719	1.87749059304031	2.6519435439303	0.901836389733771	0	5.02185448404245	2.89019922863853	0	0	0.521876157123045	3.14027906056117	0	4.01382210221406	2.53365424966815	0	2.800201634225	2.35075591903926	0	3.60218081085184	0	2.87023916329524	1.10134266549303	3.46064092071847	0	2.88298661121259	0.8334096277123	0	0	1.34105494054163	1.384827609841	0	0	0.752147910667534	0	3.72513150722224	0	0	0	0	1.69756573195146	0	0	3.75843648110641	2.52919777482092	2.23829175510732	2.8295852636461	AMPLICON	484	102348602	PRJNA395660	SAMN07412068	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	67291254	AC CAMARGO CANCER CENTER	21-Jul-2014	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033185	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P06.2Y	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 6	P06.2Y	SRP113514	2Y	P06	1
SRR5865069	1.49657964313862	1.84100315881002	1.17045780293006	2.05772241179273	4.36814885002444	3.60928147516801	1.78081211486594	2.02502224029481	0	5.06967547300764	3.68727613325217	0	0	1.69305294804106	1.87428322895023	0.575342219124641	3.30242202709808	2.78915567855871	0	3.06551714057861	0.711132507209316	0	2.89269420340183	0.376698904252311	1.24472283193856	1.2614616418436	0.376698904252311	0	0	0	0	1.2614616418436	1.29311988254366	1.44596259688936	0	0	0	0	4.01899728935458	0	0	0	0	0	0	0	3.86589685759632	0	3.41992149919823	1.82783487134685	AMPLICON	383	195240522	PRJNA395660	SAMN07412078	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	134331978	AC CAMARGO CANCER CENTER	26-Mar-2012	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033184	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P08.Pre	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 8	P08.Pre	SRP113514	Pre	P08	0
SRR5865070	0	4.2587977750592	0	1.42438068667397	4.9117293256032	2.80716346314823	3.09444986221771	0.919367054312378	0	4.76484463456733	2.80385341008963	0	0	0.978778878715206	1.86235596019684	0	2.96219203672274	3.29737357947869	0	1.51397990423055	2.06240602872685	0	2.77465025891681	0	2.70440686848785	0.978778878715206	2.7834451271635	0	0.667710852873977	0	0	0	1.61469038955126	1.0310325498082	0	0.667710852873977	0	0	3.97299485893189	0	0	0	0	0	0	0	1.9104150369289	1.60165587017996	2.39046713182776	2.28366574673016	AMPLICON	490	98438635	PRJNA395660	SAMN07412102	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	67412350	AC CAMARGO CANCER CENTER	31-Mar-2014	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033183	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P17.Pre	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 17	P17.Pre	SRP113514	Pre	P17	0
SRR5865071	1.89686744407312	1.04439277963784	0.746643070361722	2.53021559910134	3.39440924549882	4.12087430348408	1.19469093068279	1.8075727261219	0	5.10772738545085	2.4168908190158	0.573807506858325	0	1.51931333069897	1.68693271652274	0	3.64613131513697	3.1528236517891	0	1.84891376891468	0	0	4.34453724017342	0	1.00690345253392	1.41048393108856	0.812655160789367	0.573807506858325	0	0	0	0.746643070361722	1.45455041385343	1.57566013599915	0.746643070361722	0.573807506858325	0	0	2.94467109785886	0	0	0	0	0	0	0	1.9751298817566	0	3.18464659347072	0.869944760825922	AMPLICON	440	144039589	PRJNA395660	SAMN07412045	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	92233311	AC CAMARGO CANCER CENTER	15-Jul-2011	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033182	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P01.3M	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 1	P01.3M	SRP113514	3M	P01	1
SRR5865072	1.12381905010003	1.96641976511281	0	1.43079333312731	4.25009595127148	3.55948438458773	2.18767367453039	1.5786048991984	0	5.02239849250878	3.39252104192918	0	0	1.51095743150903	3.08145611709973	0	2.77084136645085	3.13507622507615	0	1.82343951769161	0	0	2.74172028356586	0	1.2733537773968	0.707541845613895	0	0	0	0	0	1.16629858398962	1.24051603304555	1.43079333312731	0.810650684342206	0	0	0	4.61200579748957	0	0	0	0	0	0	0	1.5786048991984	0	2.97806919479644	1.67635423640129	AMPLICON	437	95714645	PRJNA395660	SAMN07412090	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	63504419	AC CAMARGO CANCER CENTER	15-Jul-2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033181	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P12.Pre	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 12	P12.Pre	SRP113514	Pre	P12	0
SRR5865073	0.642285115774748	0	0	1.44879124063941	4.91032867930246	2.06519997730723	3.45697573152018	0.976371405613858	0	4.84139898308203	1.44879124063941	0	0	0	0	0	3.0681578275453	3.11122863121998	0	2.3737925599553	0	0	2.72668267076916	0	0	0	0	0	0	0	0	0	3.00895948878359	0	0	0	0	0	4.23564253376316	0	0	0	0	0	0	0	0	0	1.98167925266453	0	AMPLICON	495	81377719	PRJNA395660	SAMN07412044	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	58284815	AC CAMARGO CANCER CENTER	08-Apr-2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033180	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P01.2Y	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 1	P01.2Y	SRP113514	2Y	P01	1
SRR5865074	1.23749100193603	0	0	1.4555637986941	4.70829712501837	2.03866249443276	2.50385215889217	0.677281920677803	0.352596597846644	4.76357172528581	1.90922088789953	0	0.352596597846644	0	2.18684858963739	0	4.61732950919887	2.65190021855167	0	4.12751747227778	2.56348185044294	0	3.27571028880436	0	2.75019016562045	1.13102368221305	2.95274919225713	0	2.78678505137419	0.821818562169579	0	0	1.79487245653456	0	0	0	0	0	3.72775721935015	0	0	0	0	0.677281920677803	0	0	2.55749764920558	0.821818562169579	1.39429018411928	2.01829292455487	AMPLICON	497	196345369	PRJNA395660	SAMN07412069	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	142285980	AC CAMARGO CANCER CENTER	25-Oct-2012	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033179	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P06.3M	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 6	P06.3M	SRP113514	3M	P06	1
