bugName	pval	p6M	s6M	Adjustedpval	Adjustedp6M
Bacilli	0.00676890385289242	0.00676890385289237	0.533699198148541	0.20132794083505	0.201327940835049
Alphaproteobacteria	0.0133361972828028	0.0133361972828027	0.405727361459014	0.20132794083505	0.201327940835049
Gammaproteobacteria	0.0163238870947338	0.0163238870947337	0.53125278534768	0.20132794083505	0.201327940835049
Unclassified Actinobacteria Phylum	0.0266788126530673	0.0266788126530672	-0.0999929668893411	0.237565058763849	0.237565058763849
Verrucomicrobiae	0.0340228059699325	0.0340228059699325	0.529635491178069	0.237565058763849	0.237565058763849
Sphingobacteriia	0.0436073285882872	0.0436073285882873	0.193906972617336	0.237565058763849	0.237565058763849
Spirochaetia	0.0468022974428282	0.0468022974428282	-0.0621733546903382	0.237565058763849	0.237565058763849
Thermotogae	0.0513654181111025	0.0513654181111026	-0.0633961924197866	0.237565058763849	0.237565058763849
Synergistia	0.0672222617946401	0.0672222617946401	0.148632252541739	0.244253378923319	0.244253378923319
Deferribacteres	0.0687459869825255	0.0687459869825255	0.119184242660533	0.244253378923319	0.244253378923319
Cytophagia	0.0726158694096354	0.0726158694096354	0.163296163104827	0.244253378923319	0.244253378923319
Thermomicrobia	0.0934552789757348	0.0934552789757347	0.0692745489651336	0.288153776841849	0.288153776841849
Fusobacteriia	0.15800705390227	0.15800705390227	0.351622440808232	0.449712384183383	0.449712384183383
Epsilonproteobacteria	0.254705136684809	0.254705136684809	-0.117663396601468	0.646860507363225	0.646860507363225
Unclassified Bacteroidetes Phylum	0.262240746228335	0.262240746228335	0.240769589800431	0.646860507363225	0.646860507363225
Deinococci	0.322417759816973	0.322417759816973	-0.121009998428238	0.745591069576749	0.745591069576749
Dehalococcoidia	0.360475723965164	0.360475723965164	-0.0376242572238048	0.76091315958157	0.76091315958157
Tissierellia	0.395564868244336	0.395564868244336	0.109663810901862	0.76091315958157	0.76091315958157
Negativicutes	0.403525811308238	0.403525811308238	0.141813013860074	0.76091315958157	0.76091315958157
Coriobacteriia	0.43253816083697	0.43253816083697	0.101875616422803	0.76091315958157	0.76091315958157
Oligoflexia	0.441059101957915	0.441059101957915	0.0675375578482113	0.76091315958157	0.76091315958157
Clostridia	0.452434851643095	0.452434851643095	-0.0870049583601843	0.76091315958157	0.76091315958157
Unclassified Firmicutes Phylum	0.526258188144832	0.526258188144832	0.0858353557391363	0.802021634520092	0.802021634520092
Unclassified Candidatus Saccharibacteria Phylum	0.5313462844051	0.5313462844051	-0.094563444159936	0.802021634520092	0.802021634520092
Deltaproteobacteria	0.558812963204178	0.558812963204178	0.0735583462294844	0.802021634520092	0.802021634520092
Erysipelotrichia	0.56794899376369	0.56794899376369	-0.0981012100479177	0.802021634520092	0.802021634520092
Betaproteobacteria	0.61071139604541	0.61071139604541	0.0555894479963521	0.802021634520092	0.802021634520092
Flavobacteriia	0.621383669114608	0.621383669114608	-0.0563818319879526	0.802021634520092	0.802021634520092
Chrysiogenetes	0.632328721666318	0.632328721666318	-0.0364699824370354	0.802021634520092	0.802021634520092
Unclassified Cyanobacteria Phylum	0.650287811773048	0.650287811773048	-0.109808375958165	0.802021634520092	0.802021634520092
Unclassified Planctomycetes Phylum	0.740011922143703	0.740011922143703	0.0116975796212021	0.870049134428032	0.870049134428032
Bacteroidia	0.757596762693907	0.757596762693907	0.0412885500078702	0.870049134428032	0.870049134428032
Actinobacteria	0.77598976854392	0.77598976854392	0.0371800831012548	0.870049134428032	0.870049134428032
Chlamydiia	0.823242685045383	0.823242685045383	0.0319701498022078	0.886883469733093	0.886883469733093
Unclassified Proteobacteria Phylum	0.838943822720494	0.838943822720494	-0.0442370773779299	0.886883469733093	0.886883469733093
Limnochordia	0.874696272728312	0.874696272728312	0.0187469835899101	0.89899339141521	0.89899339141521
Mollicutes	0.902684778838096	0.902684778838096	-0.0122379497443855	0.902684778838096	0.902684778838096
