bugName	pval	p3M	p1Y	s3M	s1Y	Adjustedpval	Adjustedp3M	Adjustedp1Y
Gammaproteobacteria	5.84287939142669e-08	4.22835749399337e-08	7.69452478952064e-07	1.01533918521947	0.930998177361237	6.07659456708376e-06	4.39749179375311e-06	8.00230578110146e-05
Verrucomicrobiae	0.0382222815187376	0.0644138137864083	0.0169548299317092	0.585377155995822	0.893999428697358	0.985877391763784	0.890647933084685	0.811171487438269
Bacilli	0.0449887596101195	0.0150773283756069	0.140730278133054	0.376744327356709	0.242564223442922	0.985877391763784	0.78402107553156	0.811171487438269
Methanococci	0.11416579037654	0.0912928675655777	0.07082845330897	-0.16168311636372	-0.201063576231717	0.985877391763784	0.890647933084685	0.811171487438269
Candidatus Brocadiae	0.122454954933682	0.0446231241098483	0.524414219067137	-0.2647756396993	-0.0909384569858778	0.985877391763784	0.890647933084685	0.874843836128562
Clostridia	0.128452947436198	0.0502298127970076	0.218392323541072	-0.203144482278469	-0.141348913875186	0.985877391763784	0.890647933084685	0.811171487438269
Deltaproteobacteria	0.148300763085291	0.799603411890573	0.0918672504258142	-0.0302027539490161	0.243609957079438	0.985877391763784	0.966873317472978	0.811171487438269
Thermoprotei	0.150027773744543	0.0907944796384591	0.117284656793244	-0.172283706951881	-0.183650374617974	0.985877391763784	0.890647933084685	0.811171487438269
Elusimicrobia	0.152827076714861	0.0582585206220944	0.606990862543924	-0.177312563178932	-0.0535106977857633	0.985877391763784	0.890647933084685	0.874843836128562
Epsilonproteobacteria	0.18119709376398	0.0907792713505778	0.175598363640907	-0.124511762292881	-0.113421993938787	0.985877391763784	0.890647933084685	0.811171487438269
Unclassified Armatimonadetes Phylum	0.183951293987105	0.150684700968357	0.105543720489407	0.127981104465165	0.169767057150192	0.985877391763784	0.890647933084685	0.811171487438269
Thermotogae	0.187566236166071	0.234753324769309	0.0823355402669887	-0.110386347403648	-0.191697886765328	0.985877391763784	0.890647933084685	0.811171487438269
