Acetanaerobacterium	Acetitomaculum	Acidaminococcus	Actinomyces	Adlercreutzia	Aeromonas	Akkermansia	Alistipes	Allisonella	Allobaculum	Alloprevotella	Alloscardovia	Anaerococcus	Anaerofilum	Anaerofustis	Anaeroplasma	Anaerostipes	Anaerotruncus	Atopobium	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Candidatus_Soleaferrea	Candidatus_Stoquefichus	Caproiciproducens	Catabacter	Catenibacterium	Christensenella	Christensenellaceae_R-7_group	Citrobacter	Clostridium_sensu_stricto_1	Clostridium_sensu_stricto_13	Collinsella	Coprobacillus	Coprobacter	Coprococcus_1	Coprococcus_2	Coprococcus_3	Coriobacteriaceae_UCG-003	Corynebacterium	Defluviitaleaceae_UCG-011	Desulfovibrio	Dialister	Dielma	Dorea	Eggerthella	Eisenbergiella	Enorma	Enterococcus	Enterorhabdus	Epulopiscium	Erysipelatoclostridium	Erysipelotrichaceae_UCG-003	Escherichia/Shigella	Eubacterium	Faecalibacterium	Faecalicoccus	Faecalitalea	Family_XIII_AD3011_group	Family_XIII_UCG-001	Finegoldia	Flavonifractor	Fusicatenibacter	Fusobacterium	Gardnerella	Gelria	Gemella	Gordonibacter	Granulicatella	Haemophilus	Hafnia-Obesumbacterium	Holdemanella	Holdemania	Howardella	Hungatella	Hydrogenoanaerobacterium	Intestinibacter	Intestinimonas	Klebsiella	Kluyvera	Kosakonia	Lachnoclostridium	Lachnoclostridium_12	Lachnoclostridium_5	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_NK4B4_group	Lachnospiraceae_UCG-001	Lachnospiraceae_UCG-003	Lachnospiraceae_UCG-004	Lachnospiraceae_UCG-008	Lachnospiraceae_UCG-010	Lactobacillus	Lactococcus	Lactonifactor	Lawsonella	Leuconostoc	Marvinbryantia	Megamonas	Megasphaera	Mitsuokella	Moryella	Odoribacter	Olsenella	Oscillibacter	Oscillospira	Oxalobacter	Paeniclostridium	Parabacteroides	Paraprevotella	Parasutterella	Parvibacter	Parvimonas	Pediococcus	Peptococcus	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Porphyromonas	Prevotella	Prevotella_6	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Pseudobutyrivibrio	Pseudocitrobacter	Pseudomonas	Ralstonia	Raoultella	Rikenellaceae_RC9_gut_group	Romboutsia	Roseburia	Rothia	Ruminiclostridium	Ruminiclostridium_1	Ruminiclostridium_5	Ruminiclostridium_6	Ruminiclostridium_9	Ruminococcaceae_NK4A214_group	Ruminococcaceae_UCG-002	Ruminococcaceae_UCG-003	Ruminococcaceae_UCG-004	Ruminococcaceae_UCG-005	Ruminococcaceae_UCG-008	Ruminococcaceae_UCG-009	Ruminococcaceae_UCG-010	Ruminococcaceae_UCG-011	Ruminococcaceae_UCG-013	Ruminococcaceae_UCG-014	Ruminococcus_1	Ruminococcus_2	Salmonella	Sarcina	Scardovia	Sellimonas	Senegalimassilia	Slackia	Solobacterium	Staphylococcus	Streptococcus	Subdoligranulum	Succiniclasticum	Succinivibrio	Sutterella	Terrisporobacter	Turicibacter	Tyzzerella	Tyzzerella_3	Tyzzerella_4	Varibaculum	Veillonella	others	Alias	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center.Name	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	ENA_CHECKLIST	ENA.FIRST.PUBLIC..run.	ENA.LAST.UPDATE..run.	Experiment	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library.Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	sample_description	Sample.Name	sample_name	SRA_accession	SRA.Study	title	time	ID	prepost
ERR1624539	0	0	0	1.30009242108335	1.55534297037206	0	0	2.12935411096127	0	0	0	0	0	0	0	0	2.63349258600347	1.1751701506076	0	2.69624435016541	1.04049552633399	3.03283963128808	1.14521163172479	3.16098032014808	0	0.84425219736564	0	0.476463519521937	0	0	0	0	0	0.476463519521937	2.76912999564696	0	3.10791691989086	0	3.11262293500923	0	0	1.69800278914345	0	2.04823986816928	0	1.20319475773324	0	0.953365307626127	1.2295200642397	0	3.16127931761368	0	0	0	0	1.87408746112174	0	0.777328925622569	1.83787643405315	1.83787643405315	0	2.05592654206126	0	0	1.47616721338215	0	0	0	1.86234941878883	0	0	0	0.84425219736564	0	0	0	0	0	0	0	0	0	2.81789993725857	0	0	0	0	0	0	0	0	1.20319475773324	0	0.999111821944223	0	0	0	0	0	0	0	0.601319969145612	1.44620634243677	0	0	2.05210021091053	0	0	0	0	0	0	0	0	0	0	1.9532665114547	0.698180602478104	0	0	0	0	0	0	0	1.67113190408699	0	0	0	1.50419387859388	0.953365307626127	0	0	0	0	0	0	1.75490521367356	2.41231660239437	2.04823986816928	0	0	0	2.08538095304751	0	1.49040659010391	1.37926543383058	2.04434490376443	0.953365307626127	2.23201491198641	1.07827660310782	0	0	1.46144509221989	0	1.47616721338215	2.66740106034464	1.57882262172118	3.25717176192452	0	0	0	0	2.41231660239437	0	0	0	2.34340976797417	2.7232907572102	0	0	0	0	2.7871830036956	0	0	0	0	0	3.33286362646735	02cdfbb0-1cde-11e6-9a08-68b599768938	WGS	500	10593500	PRJEB14082	SAMEA4008096	6687848	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,ncbi,s3,gs	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694904	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:16Z	public	Illumina MiSeq	16634274	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008096	ERS1179206	ERS1179206	ERP015690	P10_Pre	Pre	P10	0
ERR1624542	0	0	0	0	0.759494314340733	0	0	1.63483849722301	0	0	0	0	0	0	0	0	2.26571387207836	0.444105499600556	0	2.93675920647712	1.32587956083896	2.63712375777658	0.876684891578309	2.95055042552115	1.14786740536666	0	0	0	0	0	0	0.444105499600556	0	0	2.36964420003149	0	0.995720422613938	0	2.80467474822269	0.598496611822127	1.02099923840434	1.32587956083896	0	1.90911448852391	0	0	0.598496611822127	0	0	0	2.74637585683313	0	0	0	0	1.486758284698	0	0.841023211141404	1.96842104305511	2.46947461734402	0	2.05598173746243	0	0.444105499600556	1.54192084755902	1.486758284698	0	0	2.82750270972059	0	0	0	0	0	0.528125959393582	0	0	3.03671828911931	0	0	0	0	1.55647508872443	0	0	0	0	0.909639158246231	0	1.06752953003097	0	0	0	0	0	0	0	0	0	0	0.841023211141404	0	1.67477026609746	0	0	1.33788237473364	0	0	0	0	0.339834035276455	0	0	0	0	0	1.38282814210249	0.995720422613938	0.444105499600556	0	0	0	0	0	0	1.14786740536666	0	0	0	0.528125959393582	0	0	0	0	0	0	0	0	0	1.19966117110273	0	0	0	1.75423752718895	1.36093643697656	0.444105499600556	1.486758284698	1.71631898281163	0	1.87267708795213	1.16582712899818	0	0	0.659038857423675	0	0.759494314340733	1.77635843466204	1.89947631361634	2.94356282945253	0	0	0	0	0	1.4607889515773	0	0	3.83746518397975	2.80386576868547	0	0	0	0	0	0	0	1.16582712899818	0	0	3.19576750693167	02e99a00-1cde-11e6-9a08-68b599768938	WGS	500	16692000	PRJEB14082	SAMEA4008099	10042895	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,contigs,sra	s3,ena,gs,ncbi	gs.US,ncbi.public,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694907	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:17Z	public	Illumina MiSeq	16634277	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008099	ERS1179209	ERS1179209	ERP015690	P18_Pre	Pre	P18	0
ERR1624545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5187489109539	0	1.10918917311769	0	0.909292795794048	0	0	0	0	0	0	0	0	0.658730480323255	0	0	1.62843626322861	0	0	0.909292795794048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80144230573008	0	0	0	0.527848059408985	3.27701876502439	0	1.30045517804622	0	0	0	0	0	0	0	0	0	0	0	0	1.10918917311769	0	0	0	0	0	0	0	0	0	3.74859972934599	2.2070666832804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6956542400127	0	0	0	1.93041467400079	0	0	0	0	0	0	0	0	0	0	0	0.759168046443042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.759168046443042	3.72770821278395	0	0	0	0	0	0	0	0	0	0	0.527848059408985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.658730480323255	0	0	0	3.08764226588917	0.909292795794048	0	0	0	0	0	0	0	0	0	0	3.25867546901431	02ffe120-1cde-11e6-9a08-68b599768938	WGS	500	8592500	PRJEB14082	SAMEA4008102	5385151	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,cram,contigs	ncbi,gs,ena,s3	ena,gs.US,s3.us-east-1,ncbi.public	ERC000011	9/12/16	11/16/18	ERX1694910	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:19Z	public	Illumina MiSeq	16634280	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008102	ERS1179212	ERS1179212	ERP015690	P24_Pre	Pre	P24	0
ERR1624547	0	0	2.07728633513965	1.6586309244121	1.49740796449985	0	0	1.31313085130317	1.35677138744437	0	0	0	0	0	0	0	2.35410587174382	0	0	2.74285911700935	1.2099785759926	2.8940966711623	0.629496266093907	2.97768127501459	1.59154598788542	0	0	0	0	0	0	0	0	0	1.97030388980871	0	2.01356734838035	0	2.54664736492489	0	0	1.52644915581722	0	2.0487093944305	0	0	0	0	0	0	2.65521940396993	0	0	0	0	0	0	0	2.19433076066261	1.17984899955404	0	3.07120682579531	0	0	0.629496266093907	0.934935074989664	0	0	2.49998318089476	0	0	0	0	0	0	1.37705025188769	0	3.21803032514002	0	0	0	0	2.53852745106851	0	0	0	0	1.17984899955404	0	0	1.17984899955404	0	1.6688693624117	0	0	0	0	0	0	0	0	0	0	0	0.501593257793353	1.2099785759926	0	0	0	0	0	0	0	0	0	0	1.84184639726304	0	1.0744324494722	0	0	0	0	0	0	2.04018685919456	0	0	0	0	0	0	0	0	0	0	0	0	1.6688693624117	2.29609005422534	0	0	0	0.808531701325754	0	0	0.808531701325754	1.0327215051592	0.72817517882598	1.44984468257096	0.629496266093907	0	0	0	0	1.79903818799119	0	1.55366949244952	3.02961055266586	0	0	0	0	2.29609005422534	0	0	0	3.64085893230667	2.6844915277222	0	0	0	2.59120725952924	2.16949297715638	0	0.629496266093907	0	0	0.876316031145932	3.29769134078047	030fbfa0-1cde-11e6-9a08-68b599768938	WGS	500	9181500	PRJEB14082	SAMEA4008104	5634834	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694912	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:20Z	public	Illumina MiSeq	16634282	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008104	ERS1179214	ERS1179214	ERP015690	P26_Pre	Pre	P26	0
ERR1624549	0	0	0	0.946507263743086	1.73704135837547	0	0	2.36850979714391	0	0	0	0	0	0	0	0	0	2.29163772734536	0	3.13938261700336	0	2.36362358689825	0.557952879369523	3.49729950360225	0	0.692014512513478	0	0	0	0	0	0	2.7843938595076	0	2.72876189477768	0	0	0	2.55360506210862	2.32778837345553	0	1.83026469554841	0	2.06933481328652	0	0	0	0	0	1.45398942508289	3.06696407726088	0.557952879369523	0.692014512513478	0	0	0	0	1.58993558476688	1.34063548281041	2.88910952256996	0	2.68297675234901	0	0	1.97214070613035	0	0	0	1.92756851555966	0	0	0	0	0.692014512513478	0.557952879369523	0	0	0	1.00637929544644	0	0	0	0	0	1.31392622358903	0	0	0	0	0	0	1.18682602371817	0	1.92756851555966	0	0	0	0	0	0	0	2.41891525463802	1.98992630678958	0	0	1.58993558476688	0	0	0	0	0.946507263743086	0	0	0	0	0	2.81150286132511	0	0	0	0	0	0	0	0	1.47349823569257	0	0	0	0	0	1.38957995029936	0	1.94077695949368	0	0	0	0	0	2.0013911936067	0	0	0	2.20530209021805	0	1.25500925214469	1.57509417609097	2.53413872984394	0	2.33833224612158	1.91394572092099	0	0	1.14824880137404	0.877040966447028	1.00637929544644	1.25500925214469	1.05898849972678	1.9840783313928	0	0	0	0	2.66494193079143	0	0	0	2.07414617956022	3.05211944342097	0	0	0.794307671823372	0	0	0	0	0	0	0	3.47620740201421	03208880-1cde-11e6-9a08-68b599768938	WGS	500	7965000	PRJEB14082	SAMEA4008106	5048509	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	s3,gs,ncbi,ena	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694914	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:21Z	public	Illumina MiSeq	16634284	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008106	ERS1179216	ERS1179216	ERP015690	P33_Pre	Pre	P33	0
ERR1624550	0	0	0	0	0.796252351983688	0	0	1.93430481080014	0	0	0	0	0	0	0	0	2.20523849313906	0.439614794835247	0	3.40111052461939	1.37608818055811	2.42552722918275	1.99607393924063	2.68997314822083	1.92082214025092	1.24654720991232	0	0	0	0	0	0	0	0	1.94738148444094	2.51780274548487	2.07001505043281	0	2.15501623297204	0	0.989402397461188	0	0	1.78842750660379	0	0.439614794835247	0	0	1.12262566287788	1.06110253683772	2.46246513509749	1.51231294954867	0	0	0	0	0	0.559629008018951	2.44643481476228	3.86678958183211	0	2.75812310192424	0	0.559629008018951	1.15040031234993	0.73073926276143	0	0	2.05686771913782	2.37883926676141	0	0	0	0	0	1.02673046258322	0	0	0	0	0	0	2.54030182391077	0.796252351983688	0	0	0	1.55673341457017	0	0	0	0	0	1.06110253683772	0	0	0	0	0	0.653557279015615	1.06110253683772	0	0	0	0	1.09295262804066	0	0	0	0	0.85316590908268	0	0	0	0	0	2.17070194153246	0	0	0	0.989402397461188	0	0	0	0	2.56169250038287	0	0	0	0	0	0	0.90347782864962	0	0	0	0	0	1.80063759270054	2.24595337014521	0	0	0	1.24654720991232	0	0	0.90347782864962	0	1.02673046258322	1.06110253683772	0	0	0	0	0	1.85169532867809	0	0.90347782864962	2.64928993334407	0	0	0	0	1.76944354991304	0	0	0	1.59702909980796	2.31562394197171	0	0	1.35978495582669	1.35978495582669	1.99607393924063	0	0	0	0	0.796252351983688	3.12290452099059	03289ed0-1cde-11e6-9a08-68b599768938	WGS	500	11658000	PRJEB14082	SAMEA4008107	7418991	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	gs,ena,s3,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694915	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:21Z	public	Illumina MiSeq	16634285	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008107	ERS1179217	ERS1179217	ERP015690	P34_Pre	Pre	P34	0
ERR1624552	0	0	0	1.54562709296007	0	0	0	1.66746379006888	0	0	0	0	0	0	0	0	1.60526685962007	1.58238410061102	0	2.5086784636854	0	2.40544665437192	0.967217367571827	3.04353409724451	1.79248217838883	0	0	0	0	0	0	0	2.93571866583577	0	1.60526685962007	0	1.8951948191044	0	2.76117831608746	0.486888557649947	0	1.84043069316121	0	1.96865307455033	0	0	0	0	0.790326437912403	0	2.76736091129399	0	0	0	0.790326437912403	1.21779334673982	0	1.21779334673982	0	3.40655705748359	0	2.9550698488288	0	0	1.2925686299152	0.613032905327482	0	0	2.3647538443703	0	0	0	0.71066468177507	0	0.915865065472502	0.967217367571827	0	3.15663592618817	0	0	0	0	0	0	0	0	0	1.60526685962007	0	0	0	0.857616123830752	1.35634070977011	0	0	0	0	0	1.05465796791974	0	3.60807373157663	0	0	0	0	1.26904556410421	0	0	0	0	0	0	0	0	0	0	1.61627143628681	0	1.09255538799351	0	0	0.613032905327482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.613032905327482	0	2.41934709859844	1.05465796791974	0	0	1.59397617282621	0	0	0	0.915865065472502	0	1.50546904612386	0	0	0	0	0	1.26904556410421	0	0.790326437912403	2.2158767965935	0	0	0	0	2.11136516852049	1.69551242796663	0	1.77019320806279	2.82879541507273	2.74289679520686	0	0	0	0	0	1.2925686299152	0	0	0	1.01313461571202	3.12210774002917	0338cb70-1cde-11e6-9a08-68b599768938	WGS	500	9990000	PRJEB14082	SAMEA4008109	6321273	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ena,ncbi.public,s3.us-east-1,gs.US	ERC000011	9/12/16	11/16/18	ERX1694917	SC	2016-09-12T16:42:13Z	2016-05-25T12:31:22Z	public	Illumina MiSeq	16634287	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008109	ERS1179219	ERS1179219	ERP015690	P37_Pre	Pre	P37	0
ERR1624553	0	0	0	0.60939268341697	1.56578427738994	0	1.05026500708485	2.24522205669425	0	0	0	0	0	0	0	0	2.96301526638679	1.3102973417609	0	3.25648891332248	0	2.90955802586605	1.40730386160765	2.82597624657294	1.8291475005396	0	0	0	0	0	0	0	0	0	2.80491880499837	0	1.48654943363574	0	1.95903133278621	0	0	1.69974894544407	2.64319569995072	1.63276934704728	0	0	0	2.29525701852387	0	0	2.37706420716775	0	0	0	0	0	0	0	2.11347746657564	0.483645290428828	0	3.1407192265784	0	0	1.05026500708485	1.47181508680847	0	0	3.1021115716486	0	0	0	0	0	0	0.60939268341697	0	0.962919625093481	0.911632847418945	0	0	0	1.78774020257951	0	0	0	0	1.45656323778757	0	0	1.86694823838831	1.21326666503923	1.81577897253386	2.35014975556128	0	1.3315096205948	0	1.00878448996182	1.3102973417609	0	0	1.00878448996182	0	0	0	1.85470995496374	0	0	0	0	1.18519771274995	0	0	1.48654943363574	0	0	2.10658254379409	0	1.21326666503923	0	0	0	0	0	0	2.52026491886169	0	0	0	0.853468225571518	0	0	0	0	0	0	0	3.23737360737703	1.50080024701626	2.03084713588459	0	0	0	1.26448622702191	1.00878448996182	0.962919625093481	1.37105812378944	2.53346726643413	1.52797135472664	1.3102973417609	1.38955901166328	0	0	1.52797135472664	0	1.75776549736995	1.74196485125993	2.52160336119808	1.56578427738994	0	0	0	0	0	1.81577897253386	0	0	1.6005669963905	2.95815177459274	0	0	1.70852680663696	1.0881267477116	0.483645290428828	1.71713076086299	1.52797135472664	0	0	0	3.43901374436629	033fd050-1cde-11e6-9a08-68b599768938	WGS	500	10139500	PRJEB14082	SAMEA4008110	6373530	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	s3,gs,ncbi,ena	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694918	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:22Z	public	Illumina MiSeq	16634288	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008110	ERS1179220	ERS1179220	ERP015690	P38_Pre	Pre	P38	0
ERR1624554	0	0	1.89384738333878	0	1.67039946298282	0	1.45030424133697	2.43164076691456	0	0	0	0	0	0	0.911628250766171	0	3.15181394094307	2.25520234205045	0	3.27038284645001	0	1.5305921753416	0.827825915238228	3.19158167571358	0	0	0	0	0	0	0	0	0	0.586984823376121	2.41997792517355	0	0	0	3.02726933194527	0	0	0	2.37780399197653	1.47181002483711	0	0	1.29254349487018	0.586984823376121	2.40310517203357	0	3.0313379748325	1.91703651519111	0	0	0	1.88583411167903	0	1.29254349487018	3.08971313555593	2.01138215413422	0	1.83437661544194	0	0	1.78628444552834	0.723890744581947	0	1.90171547490948	2.00528227839411	0	0	0	0	0	0	0	0	0.981845971183745	1.09531370926925	0	0	0	0.911628250766171	1.51186842508987	0	0	0	1.90171547490948	0	0	0	1.47181002483711	0	1.99281932222658	0	0	0	0	0	0	0	0	0	0	0	1.9094435535025	0	0	0	0	0	0	0.723890744581947	0	0	0	1.37854829781679	0	0	0	0	0	0	0	0	0	0	0	0	1.0422750501114	0	0	0	0	0	0	0	0	0	1.09531370926925	0	0.827825915238228	0	2.20779035768087	1.80616480471754	1.09531370926925	1.72052003648569	0	0	1.94614662853398	1.79633837115098	0	0.911628250766171	0	0	1.35172889065373	1.59832773332604	1.62860606336316	3.0489117067713	0	0	0	0	0	0	0	0	3.00938720886002	2.46698699050086	0	2.04065897940006	0.981845971183745	0	0	2.31633630435021	0.911628250766171	0	0	0	3.47947483605905	03477170-1cde-11e6-9a08-68b599768938	WGS	500	7270000	PRJEB14082	SAMEA4008111	4668433	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,ncbi,s3,gs	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694919	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:23Z	public	Illumina MiSeq	16634289	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008111	ERS1179221	ERS1179221	ERP015690	P40_Pre	Pre	P40	0
ERR1624555	0	0	2.53655023259431	1.38087803509191	1.82963163489535	0	0	2.26182259401599	0	0	0	0	0	0	0.68479864953399	0	2.47035181275692	1.44523600383706	0	2.99520772787101	0	3.40354890188947	1.17834636858037	3.29686070308374	1.2137280208893	0	0	0	0	0	0	1.17834636858037	0	0	0	0	0.938467631163753	0	3.32431415998755	0	0	2.19628351725231	2.2203633993424	2.22369692785154	0	0	0	0	2.27085307741275	0	3.0834007892876	1.83778283944658	1.56626234227926	0	0	0	0	1.17834636858037	2.14370555994296	1.73840563717899	1.17834636858037	1.80421781364781	0	1.85364015889967	1.95089049607186	0	0	0	2.37380924172938	0	0	0	0	0.68479864953399	0	0	0	0	0.869180799075598	0	0	0	2.13156022167282	0	0	0	0	1.70683067378681	0	1.91184483973024	0	1.56626234227926	1.09755015430009	0	0	0	0	0	0	0	0	1.99802660180665	1.05071267222535	0	0	1.09755015430009	0	0	0	0	0.998206372637373	0	0	0	0	0	1.89800852767579	0	0.68479864953399	0	0	0	0	0	0	0	0	0	0	0	0.998206372637373	0	0	0	0	0	0	1.05071267222535	1.48338770489461	0	0	0	0	2.16702244289873	0	0.938467631163753	0	1.91860112597467	0.938467631163753	2.06990556150813	1.78640956193797	0	0	0	0	0.998206372637373	0.938467631163753	2.15161776854329	2.02508362777362	0	0	0	0	0	0	0	0	2.66439517853843	3.02976308734462	0	0	0.78670216565826	0	0	1.17834636858037	0	0	0	0	3.4592914055318	034e9d60-1cde-11e6-9a08-68b599768938	WGS	500	8144000	PRJEB14082	SAMEA4008112	5206797	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694920	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:23Z	public	Illumina MiSeq	16634290	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008112	ERS1179222	ERS1179222	ERP015690	P2_Post	Post	P2	1
