0319-6A21	0319-6G20	0319-6M6	1174-901-12	A0839	ABS-19	Acanthopleuribacteraceae	Acetobacteraceae	Acidaminococcaceae	Acidobacteriaceae_(Subgroup_1)	Actinomycetaceae	Aerococcaceae	Aeromonadaceae	AKYG1088	Alcaligenaceae	Alcanivoracaceae	Algiphilaceae	Alicyclobacillaceae	Alteromonadaceae	Anaerolineaceae	Anaeroplasmataceae	Aphagea_fa	Bacillaceae	bacteriap25	Bacteriovoracaceae	Bacteroidaceae	Bacteroidales_RF16_group	Bacteroidales_S24-7_group	Bdellovibrionaceae	Beijerinckiaceae	Bifidobacteriaceae	BIrii41	Blastocatellaceae_(Subgroup_4)	Blfdi19	Bradymonadaceae	Bradyrhizobiaceae	Brevibacteriaceae	Brevinemataceae	Brucellaceae	Burkholderiaceae	Caldilineaceae	Caldisericaceae	Campylobacteraceae	Cardiobacteriaceae	Carnobacteriaceae	Caulobacteraceae	Cellulomonadaceae	Cellvibrionaceae	Chitinophagaceae	Christensenellaceae	Chromatiaceae	Chthoniobacteraceae	Chthoniobacterales_Incertae_Sedis	Clostridiaceae_1	Clostridiaceae_2	Clostridiales_Incertae_Sedis	Clostridiales_vadinBB60_group	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Coxiellaceae	Cryomorphaceae	cvE6	Cyclobacteriaceae	Cytophagaceae	DA101_soil_group	DA111	Deferribacteraceae	Defluviitaleaceae	Dehalococcoidaceae	Dermabacteraceae	Dermacoccaceae	Desulfobacteraceae	Desulfobulbaceae	Desulfomicrobiaceae	Desulfonatronaceae	Desulfovibrionaceae	Desulfurellaceae	Desulfuromonadaceae	Dietziaceae	Draconibacteriaceae	Ectothiorhodospiraceae	Elev-16S-1332	Ellin6055	Elusimicrobiaceae	Enterobacteriaceae	Enterococcaceae	env.OPS_17	Erysipelotrichaceae	Erythrobacteraceae	Eubacteriaceae	Euzebyaceae	Family_XI	Family_XII	Family_XIII	Family_XIV	FamilyI	FamilyII	Fervidobacteriaceae	Fibrobacteraceae	Fimbriimonadaceae	Flammeovirgaceae	Flavobacteriaceae	Fusobacteriaceae	FW13	Gaiellaceae	Gemmatimonadaceae	Geobacteraceae	Geodermatophilaceae	Hados.Sed.Eubac.3	Haliangiaceae	Halobacteriaceae	Halomonadaceae	Halothiobacillaceae	Helicobacteraceae	Heliobacteriaceae	Holophagaceae	Holosporaceae	Hydrogenophilaceae	Hyphomicrobiaceae	Hyphomonadaceae	Iamiaceae	Ignavibacteriaceae	Incertae_Sedis	Incertae_Sedis_fa	Intrasporangiaceae	JG34-KF-161	JG34-KF-361	JG37-AG-20	KCM-B-112	KCM-B-15	KD3-93	Kineosporiaceae	Lachnospiraceae	Lactobacillaceae	Legionellaceae	Lentimicrobiaceae	Leptospiraceae	Leptotrichiaceae	Leuconostocaceae	Longimicrobiaceae	LWSR-14	M2PB4-65_termite_group	Marinilabiaceae	Methanobacteriaceae	Methanocorpusculaceae	Methanoregulaceae	Methylobacteriaceae	Methylococcaceae	Methylocystaceae	Methylophilaceae	Microbacteriaceae	Micrococcaceae	Micromonosporaceae	Mitochondria	ML635J-40_aquatic_group	MNG7	Moraxellaceae	MSB-1E8	MWH-CFBk5	Mycobacteriaceae	Mycoplasmataceae	Myxococcaceae	Nannocystaceae	Neisseriaceae	Neo-b11	Nevskiaceae	Nitriliruptoraceae	Nitrosomonadaceae	Nitrospiraceae	Nocardiaceae	Nocardioidaceae	NS11-12_marine_group	Oceanospirillaceae	ODP1230B8.23	OM1_clade	OPB56	Opitutaceae	Oxalobacteraceae	P-102	P3OB-42	Paenibacillaceae	Parachlamydiaceae	Parviterribacteraceae	Pasteurellaceae	PeH15	Peptococcaceae	Peptostreptococcaceae	Petrotogaceae	PHOS-HE36	PHOS-HE51	Phycisphaeraceae	Phyllobacteriaceae	PL-11B10	Planctomycetaceae	Planococcaceae	Polyangiaceae	Porphyromonadaceae	Porticoccaceae	Prevotellaceae	Prolixibacteraceae	Promicromonosporaceae	Pseudoalteromonadaceae	Pseudomonadaceae	Pseudonocardiaceae	Rhizobiaceae	Rhizobiales_Incertae_Sedis	Rhodobacteraceae	Rhodobiaceae	Rhodocyclaceae	Rhodospirillaceae	Rhodospirillales_Incertae_Sedis	Rickettsiaceae	Rickettsiales_Incertae_Sedis	Rikenellaceae	Rubrobacteriaceae	Ruminococcaceae	S1-80	Saprospiraceae	Shewanellaceae	Simkaniaceae	SJA-28	SM2D12	Solanales_fa	Solibacteraceae_(Subgroup_3)	Solimonadaceae	Solirubrobacteraceae	Sphingobacteriaceae	Sphingomonadaceae	Spirochaetaceae	Spirochaetales_Incertae_Sedis	SRB2	Staphylococcaceae	Streptococcaceae	Streptomycetaceae	Succinivibrionaceae	Sva0996_marine_group	Synergistaceae	Syntrophaceae	Syntrophobacteraceae	Syntrophomonadaceae	Syntrophorhabdaceae	Tepidisphaeraceae	Thermaceae	Thermoactinomycetaceae	Thermoanaerobacteraceae	Thermoplasmatales_Incertae_Sedis	Thiotrichaceae	TM146	Trueperaceae	TTA-B1	Unknown_Family	vadinBE97	Veillonellaceae	Verrucomicrobiaceae	Vibrionaceae	Victivallaceae	Xanthobacteraceae	Xanthomonadaceae	Xanthomonadales_Incertae_Sedis	Xiphinematobacteraceae	others	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center.Name	Collection_Date	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	env_biome	env_feature	env_material	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host_Age	Host	Instrument	lat_lon	Library.Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample.Name	SRA.Study	env_material.1	Group	ID	prepost
SRR11292125	0	0	0	0	0	0	0	0	0	0	1.1305053591748	0	0	0	2.42438543481429	0	0	0	0	0	0	0	0	0	0	4.10073389263926	0	0	0	0	2.24569693011716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53589588858479	0	0	0	1.50870928896318	0	0	0	0	1.74185869991712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15450653063754	0	0	0	0	0	0	0	0	3.28531101944673	1.47970649771953	0	2.08594992084847	0	0	0	0.489145699524845	0	1.74998272672577	0	0	0	0	0	0	0	0	1.19283378599673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87136646401631	0	0	0	0	0	1.05770840730272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.860497765587112	0	0	0	0	0	0	0	0	0	0	0	0	0	0.793130497651715	0	0.489145699524845	1.81697597626909	0	0	0	0	0	0	0	0	0	3.37028178052021	0	2.76373776855766	0	0	0	0	0	0	0	0	0	0	2.46810095304715	0	0	0	3.29136900465014	0	3.67981755209649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92235693616618	0	0	0	1.43221191855923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.793130497651715	2.75027534123293	3.43918222049347	0	0	0	0	0	0	3.68704116975955	AMPLICON	302	18150200	PRJNA612042	SAMN08684111	Metagenome or environmental	10131843	UNIVERSITY OF ARIZONA COLLEGE OF MEDICINE - PHOENIX	7/10/14	public	fastq,sra	ncbi,s3,gs	s3.us-east-1,gs.US,ncbi.public	gut	intestine	fecal	SRX7897770	uncalculated	uncalculated	missing	not collected	Homo sapiens	Illumina MiSeq	not collected	P018-6M	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2020-03-12T00:00:00Z	P018-6M	SRP252447	fecal	6M	P18	1
SRR11292126	0	0	0	0	0	0	0	0	2.54166375162163	0	0.740944492702712	0	0	0	2.10064482682052	0	0	0	0	0	0	0	0	0	0	3.97953599913872	0	0	0	0	2.07670793710894	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96508077651081	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8144478148671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43762835826719	0	0	3.60779035620039	0	1.97035220915808	0	1.04694714532789	0	1.98579314170635	0	0	0	0	0	0	0	0	0.641526635657316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38649591665288	1.16202999302987	0	0	0	0	0.889921014654677	0	0	0	0	0	0	0	0	0	0	0	0	0.889921014654677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30441157499191	0	0.740944492702712	1.75847406903956	0	0	0	0	0	0	0	0	0	2.73480911177835	0	1.27942719661931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80687986079046	0	3.64965600977125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.948799295706526	3.35869313988393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15528212735167	2.3800135385708	0	0	0	0	0	0	1.39205837629476	AMPLICON	302	15951036	PRJNA612042	SAMN08684110	Metagenome or environmental	8681612	UNIVERSITY OF ARIZONA COLLEGE OF MEDICINE - PHOENIX	8/20/14	public	fastq,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.US	gut	intestine	fecal	SRX7897769	uncalculated	uncalculated	missing	not collected	Homo sapiens	Illumina MiSeq	not collected	P016-6M	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2020-03-12T00:00:00Z	P016-6M	SRP252447	fecal	6M	P16	1
SRR11292127	0	0	0	0	0	0	0	0	0	0	1.27837158130961	0	0	0	2.21178682667658	0	0	0	0	0	0	0	0	0	0	3.91673454876845	0	0	0	0	2.40613850973618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23764518233327	0	0	0	2.30279481176758	0	0	0	0	2.39579771452114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12896464242009	0	0	0	0	0	0	0	0	3.41003669019498	1.98637264060959	0	3.150353472164	0	0	0	1.17571490141572	0	2.00392211540769	0	0	0	0	0	0	0	0	1.51812291235008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00738722425986	1.17571490141572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36134212372379	0	0	0	0	0	0	0	1.56780937490334	2.51942595981335	0	0	0	0	0	0	0	0	0	3.10782371801251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74232260803928	0	4.16159330039278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08202338174511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23989656118522	3.67546678760206	0	0	0	0	0	0	1.72388022879829	AMPLICON	302	8155812	PRJNA612042	SAMN08684109	Metagenome or environmental	4538136	UNIVERSITY OF ARIZONA COLLEGE OF MEDICINE - PHOENIX	8/14/13	public	fastq,sra	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.US	gut	intestine	fecal	SRX7897768	uncalculated	uncalculated	missing	not collected	Homo sapiens	Illumina MiSeq	not collected	P010-6M	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2020-03-12T00:00:00Z	P010-6M	SRP252447	fecal	6M	P10	1
SRR11292131	0	0	0	0	0	0	0	0	3.46266690418499	0	1.06407670450739	0	0	0	2.63294337295572	0	0	0	0	0	0	0	0	0	0	4.19890873967968	0	0	0	0	1.2378460135229	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67607408590639	0	0	0	0	1.17167458742144	0	0	0	0.998286251075432	0	0	0	0	1.69074075485991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35173276529456	0	0	0	0	0	0	0	0	3.27628861027912	0	0	2.13941642060232	0	0	0	1.3128210738676	0	1.19487018405103	0	0	0	0	0	0	0	0	1.95715778367971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00353352796751	0	0	0	0	0	0	0	0	0	0	1.50453691253055	0	0	0	0	0	0	0	1.76964838889147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79305745291932	0	0	1.6834693314152	0	0	0	0	0	0	0	0	0	3.31581787006941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55273926217276	0	3.63540360624726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24624817070925	0	0	0	2.19925617107428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00516331474604	3.51584356167802	0	0	0	0	0	0	2.49098887213628	AMPLICON	302	21068124	PRJNA612042	SAMN08684106	Metagenome or environmental	11772253	UNIVERSITY OF ARIZONA COLLEGE OF MEDICINE - PHOENIX	6/14/13	public	sra,fastq	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.US	gut	intestine	fecal	SRX7897764	uncalculated	uncalculated	missing	not collected	Homo sapiens	Illumina MiSeq	not collected	P5-6M	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2020-03-12T00:00:00Z	P5-6M	SRP252447	fecal	6M	P5	1
SRR11292132	0	0	0	0	0	0	0	0	0	0	0.897786845494994	0	0	0	1.80020936335066	0	0	0	0	0	0	0	0	0	0	3.74070542827483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40599793624276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26143575086648	0	0	2.85036922711473	0	1.66151825379975	0	0	0	1.66151825379975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47616081447564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66926683695341	0	0	0	0	0	0	0	0	0	1.86617221259841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2218568015618	0	3.81989621756413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26143575086648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74531038220967	1.50600523035778	0	0	0	0	0	0	1.42952457075632	AMPLICON	302	10824284	PRJNA612042	SAMN08684105	Metagenome or environmental	5755964	UNIVERSITY OF ARIZONA COLLEGE OF MEDICINE - PHOENIX	2/5/13	public	sra,fastq	s3,gs,ncbi	s3.us-east-1,ncbi.public,gs.US	gut	intestine	fecal	SRX7897763	uncalculated	uncalculated	missing	not collected	Homo sapiens	Illumina MiSeq	not collected	P2-6M	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2020-03-12T00:00:00Z	P2-6M	SRP252447	fecal	6M	P2	1
SRR11292136	0	0	0	0	0	0	0	0	3.05833106032193	0	0.861605394504876	0	0	0	2.39872786214991	0	0	0	0	0	0	0	0	0	0	4.36288855292292	0	0	0	0	2.28154704648755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73761798183025	0	0	0	0	0	0	0	0	1.24854137701512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32846458711098	0	0	0	0	0	0	0	0	0	0	0	2.87469155598773	0	0	0	0.817855439768974	0	1.71488531372923	0	0	0	0	0	0	0	0	0.490014149349734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14434216381906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651664976989991	0	0	0	0	0	0	0	0	0	3.07110584581323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13656605048191	0	3.70197134169175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1641568755275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578317646760078	0	0	0	0	0	0	0	2.28154704648755	AMPLICON	302	26071358	PRJNA612042	SAMN08684101	Metagenome or environmental	14432898	UNIVERSITY OF ARIZONA COLLEGE OF MEDICINE - PHOENIX	11/9/12	public	sra,fastq	ncbi,s3,gs	gs.US,s3.us-east-1,ncbi.public	gut	intestine	fecal	SRX7897759	uncalculated	uncalculated	missing	not collected	Homo sapiens	Illumina MiSeq	not collected	P5-BASE	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2020-03-12T00:00:00Z	P5-BASE	SRP252447	fecal	Baseline	P5	0
SRR11292137	0	0	0	0	0	0	0	0	2.85761032298243	0	1.45297734276195	0	0	0	2.20458858118015	0	0	0	0	0	0	0	0	0	0	4.10627194205393	0	0	0	0	0.736940939470085	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30321178139703	0	0	0	0	1.92308758354307	0	0	0	1.40130152327015	0	0	0	0	2.41092300160281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6781614380537	0	0	0	0	0	0	0	0	2.25811872101314	0	0	3.07334133591334	0	0	0	1.27478910162183	0	1.78877368292072	0	0	0	0	0	0	0	0	0.621535062853102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92188138288843	0	0	0	0	0	0	0	0	0	0	1.67649641824752	0	0	0	0	0	0	0	1.22833036092888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39018528851563	0	0	0	0	0	1.92308758354307	0	0	2.27015937293852	0	0	0	0	0	0	0	0	0	3.40234385059949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65753992001817	0	3.88385374400414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41004879134506	0	0	0	1.22833036092888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74628708814725	3.87079741654069	0	0	0	0	0	0	1.60718511218839	AMPLICON	302	26324434	PRJNA612042	SAMN08684100	Metagenome or environmental	14466467	UNIVERSITY OF ARIZONA COLLEGE OF MEDICINE - PHOENIX	10/24/14	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	gut	intestine	fecal	SRX7897758	uncalculated	uncalculated	missing	not collected	Homo sapiens	Illumina MiSeq	not collected	P5-12M	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2020-03-12T00:00:00Z	P5-12M	SRP252447	fecal	12M	P5	1
SRR11292138	0	0	0	0	0	0	0	0	0	0	1.15735476424844	0	0	0	1.8563851481181	0	0	0	0	0	0	0	0	0	0	3.78591403708896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85335814119758	0	0	0	0	0	0	0	0	0	0.565059361095827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01521878358585	0	0	3.20366148418843	0	1.76698128685585	0	0	0	1.77679668354033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51376295337252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69976124979965	0	0	0	0	0	0	0	0	0	2.0167117363943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20064855963694	0	3.7378245138441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46344373323298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29620957350096	0.565059361095827	0	0	0	0	0	0	1.15735476424844	AMPLICON	302	14133600	PRJNA612042	SAMN08684099	Metagenome or environmental	7616086	UNIVERSITY OF ARIZONA COLLEGE OF MEDICINE - PHOENIX	7/24/12	public	fastq,sra	ncbi,s3,gs	ncbi.public,s3.us-east-1,gs.US	gut	intestine	fecal	SRX7897757	uncalculated	uncalculated	missing	not collected	Homo sapiens	Illumina MiSeq	not collected	P2-BASE-2	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2020-03-12T00:00:00Z	P2-BASE-2	SRP252447	fecal	Baseline	P2	0
SRR11292140	0	0	0	0	0	0	0	0	0	0	1.4745520574842	0	0	0	2.54790830915423	0	0	0	0	0	0	0	0	0	0	4.20895973048068	0	0	0	0	2.16171305523041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78601139809456	0	0	0	1.15360217559025	0	0	2.47164591677344	0	2.56757640642816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60990448292782	0	0	0	0	0	0	0	0	3.28952750064437	0	0	2.70995131001503	0	1.12917480120565	0	0.859259067431039	0	2.14264983791963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02049561985733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12917480120565	0	0	0	0	0	0.980867230017251	0	0.903687391841965	2.23254455216365	0	0	0	0	0	0	0	0	0	3.22302294385811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12333485147333	0	4.07330418265378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1072507579941	0	0	0	1.19868527960055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0380642805651	1.63413527280679	0	0	0	0	0	0	2.96937239533215	AMPLICON	302	22964080	PRJNA612042	SAMN08684098	Metagenome or environmental	12528431	UNIVERSITY OF ARIZONA COLLEGE OF MEDICINE - PHOENIX	8/13/13	public	fastq,sra	ncbi,gs,s3	s3.us-east-1,gs.US,ncbi.public	gut	intestine	fecal	SRX7897755	uncalculated	uncalculated	missing	not collected	Homo sapiens	Illumina MiSeq	not collected	P2-12M	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2020-03-12T00:00:00Z	P2-12M	SRP252447	fecal	12M	P2	1
SRR11292141	0	0	0	0	0	0	0	0	2.3502542076425	0	0.822537493664148	0	1.25374862941112	0	2.76318769485058	0	0	0	0	1.37259171703766	0	0	0	0	0	4.3542814918228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42169319441493	0	0	0	0	1.31722267434171	0	0	0	2.14400858962242	0	0	0	1.37259171703766	1.08959784986712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12604299746034	0	0	0	0	0	0	0	0	3.08752705399169	0	0	2.21675651781599	0	0	0	0	0	1.73746044798709	0	1.08959784986712	0	0	0	0	0	0	3.11471851923542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99887117091631	0	0	1.50584263314281	0	0.976280067026176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50584263314281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54534463889609	0	0	2.03449754037791	1.08959784986712	0	1.54250055068636	0	0	0	0	0	0	3.60824780778211	0	0	0	0	0	1.37259171703766	0	0	0	0	0	0	0	0	0	0	3.08952678229735	0	3.51415030148982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84224405660889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48150325132719	3.4525709126489	0	0	0	0	0	0	1.08959784986712	AMPLICON	302	6061140	PRJNA612042	SAMN08684097	Metagenome or environmental	3348431	UNIVERSITY OF ARIZONA COLLEGE OF MEDICINE - PHOENIX	4/1/15	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	gut	intestine	fecal	SRX7897754	uncalculated	uncalculated	missing	not collected	Homo sapiens	Illumina MiSeq	not collected	P18-12M	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2020-03-12T00:00:00Z	P18-12M	SRP252447	fecal	12M	P18	1
